NurseID,NurseName,DOB,Gender,Phone,City,Department
N007484,Nurse_7484,1991-10-22,F,8200110165,City_69,ER
N007485,Nurse_7485,1979-05-08,F,2860106213,City_11,Pediatrics
N007486,Nurse_7486,1960-06-20,M,1280806827,City_20,Surgery
N007487,Nurse_7487,1984-04-01,F,5528418668,City_21,Surgery
N007488,Nurse_7488,1969-01-25,F,6898855866,City_98,ICU
N007489,Nurse_7489,1987-10-04,F,5558167733,City_52,Pediatrics
N007490,Nurse_7490,1977-03-26,M,6155041118,City_90,General
N007491,Nurse_7491,1968-10-16,M,9988781891,City_32,Surgery
N007492,Nurse_7492,1989-12-29,M,4062413577,City_56,ICU
N007493,Nurse_7493,1993-09-16,F,5234642363,City_39,ICU
N007494,Nurse_7494,1978-11-18,F,8968270840,City_82,ICU
N007495,Nurse_7495,1998-07-13,M,7088601137,City_25,ER
N007496,Nurse_7496,1982-07-16,M,8776158204,City_62,Pediatrics
N007497,Nurse_7497,1993-06-10,F,6023324387,City_61,ER
N007498,Nurse_7498,1960-06-11,M,4100273576,City_38,Surgery
N007499,Nurse_7499,1984-04-06,F,9184470957,City_48,Pediatrics
N007500,Nurse_7500,1966-07-25,M,1254704500,City_20,ER
N007501,Nurse_7501,1993-03-02,M,4680471469,City_18,General
N007502,Nurse_7502,1962-10-13,F,8558942938,City_45,Surgery
N007503,Nurse_7503,1962-06-23,F,2437881684,City_73,Surgery
N007504,Nurse_7504,1960-10-27,F,6601837311,City_81,Pediatrics
N007505,Nurse_7505,1982-03-07,M,7514316513,City_50,ICU
N007506,Nurse_7506,1977-09-28,M,3190820033,City_79,General
N007507,Nurse_7507,1998-08-30,F,1296211914,City_23,Pediatrics
N007508,Nurse_7508,1971-04-23,M,6116166590,City_59,ER
N007509,Nurse_7509,1999-11-15,F,7574715959,City_72,General
N007510,Nurse_7510,1970-08-12,M,2719095996,City_36,Surgery
N007511,Nurse_7511,1993-05-08,F,5126296742,City_94,Surgery
N007512,Nurse_7512,1976-09-10,M,4630155616,City_54,ICU
N007513,Nurse_7513,1964-10-22,M,5725442198,City_52,Surgery
N007514,Nurse_7514,1971-08-04,M,3312192544,City_3,ER
N007515,Nurse_7515,1996-01-13,M,7770154929,City_96,General
N007516,Nurse_7516,1965-11-11,F,9767741597,City_61,ICU
N007517,Nurse_7517,1977-05-12,F,7964444563,City_71,ICU
N007518,Nurse_7518,1980-03-09,M,4138771485,City_16,Pediatrics
N007519,Nurse_7519,1967-09-10,F,4797067523,City_93,General
N007520,Nurse_7520,1987-03-07,M,5168931780,City_99,General
N007521,Nurse_7521,1973-06-20,F,7406462138,City_46,ICU
N007522,Nurse_7522,1966-09-13,F,4792271376,City_55,Surgery
N007523,Nurse_7523,1983-03-16,M,8601064156,City_100,General
N007524,Nurse_7524,1977-07-31,F,9783592737,City_13,General
N007525,Nurse_7525,1993-01-25,M,4352299721,City_84,General
N007526,Nurse_7526,1966-04-29,M,2620283446,City_80,Pediatrics
N007527,Nurse_7527,1983-11-11,F,2979323053,City_51,ICU
N007528,Nurse_7528,1962-05-12,F,8051284985,City_27,ICU
N007529,Nurse_7529,1989-06-13,M,7273703361,City_43,Surgery
N007530,Nurse_7530,1990-07-08,F,7948870080,City_52,ER
N007531,Nurse_7531,1962-09-06,M,5775157022,City_41,Surgery
N007532,Nurse_7532,1982-11-21,M,1264622559,City_46,ICU
N007533,Nurse_7533,1970-07-29,M,6288207006,City_84,General
N007534,Nurse_7534,1977-07-30,F,5260198371,City_41,Pediatrics
N007535,Nurse_7535,1991-04-14,M,1757298787,City_24,ICU
N007536,Nurse_7536,1996-04-30,F,3418695997,City_26,Surgery
N007537,Nurse_7537,1997-05-28,M,6009374437,City_25,Pediatrics
N007538,Nurse_7538,1964-05-26,F,5767762050,City_14,Pediatrics
N007539,Nurse_7539,1972-04-10,M,2821218224,City_49,Surgery
N007540,Nurse_7540,1974-01-06,F,7670446986,City_54,Pediatrics
N007541,Nurse_7541,1969-06-06,M,1605466825,City_6,Pediatrics
N007542,Nurse_7542,1979-09-23,F,3601893318,City_50,ICU
N007543,Nurse_7543,1999-11-21,F,1200558600,City_21,General
N007544,Nurse_7544,1984-12-14,M,3992529458,City_44,General
N007545,Nurse_7545,1971-02-14,M,7762293624,City_30,ER
N007546,Nurse_7546,1983-11-14,F,6770552320,City_18,ER
N007547,Nurse_7547,1983-04-29,F,3857128998,City_91,Surgery
N007548,Nurse_7548,1992-09-04,F,4601011548,City_38,ER
N007549,Nurse_7549,1981-04-21,F,4000799458,City_92,ER
N007550,Nurse_7550,1980-01-05,F,6574931223,City_65,ICU
N007551,Nurse_7551,1997-02-19,F,8448373600,City_84,General
N007552,Nurse_7552,1971-11-21,F,6160264517,City_98,Surgery
N007553,Nurse_7553,1995-09-01,M,3565285390,City_83,ICU
N007554,Nurse_7554,1961-11-05,M,3736059502,City_91,ICU
N007555,Nurse_7555,1980-03-02,M,4688424921,City_31,General
N007556,Nurse_7556,1961-08-17,M,2406083887,City_89,ER
N007557,Nurse_7557,1995-12-14,M,8896562643,City_100,ICU
N007558,Nurse_7558,1968-09-12,F,5107013752,City_30,ICU
N007559,Nurse_7559,1961-04-30,M,9132578952,City_49,ICU
N007560,Nurse_7560,1975-09-01,M,3715459566,City_22,General
N007561,Nurse_7561,1964-01-12,F,9460673233,City_12,Surgery
N007562,Nurse_7562,1968-10-09,F,5022848198,City_80,Pediatrics
N007563,Nurse_7563,1982-02-08,F,6416370853,City_59,Pediatrics
N007564,Nurse_7564,1966-03-14,F,9161317719,City_33,Surgery
N007565,Nurse_7565,1980-10-03,F,4889519501,City_61,Pediatrics
N007566,Nurse_7566,1961-08-14,F,4227698103,City_74,Pediatrics
N007567,Nurse_7567,1994-06-27,M,7387523752,City_54,Pediatrics
N007568,Nurse_7568,1998-09-06,M,9652187372,City_1,General
N007569,Nurse_7569,1978-07-31,F,5652674640,City_72,ER
N007570,Nurse_7570,1985-04-23,F,9058600641,City_77,Surgery
N007571,Nurse_7571,1977-06-04,F,6544052729,City_85,Pediatrics
N007572,Nurse_7572,1976-03-13,M,6412905741,City_95,Surgery
N007573,Nurse_7573,1995-03-05,F,8851523342,City_91,ER
N007574,Nurse_7574,1971-07-25,F,5657181402,City_20,Surgery
N007575,Nurse_7575,1990-04-21,M,8256702022,City_35,Pediatrics
N007576,Nurse_7576,1989-05-10,M,1845283874,City_30,General
N007577,Nurse_7577,1976-04-25,F,9929520582,City_59,General
N007578,Nurse_7578,1980-03-19,M,8470979285,City_58,General
N007579,Nurse_7579,1999-07-10,M,4525184899,City_14,Surgery
N007580,Nurse_7580,1967-01-19,M,4648911026,City_46,ER
N007581,Nurse_7581,1989-04-09,F,5609274837,City_3,Pediatrics
N007582,Nurse_7582,1966-06-02,F,4063353947,City_87,Surgery
N007583,Nurse_7583,1974-05-11,M,8158416091,City_59,Surgery
N007584,Nurse_7584,1992-08-19,M,5828959746,City_74,General
N007585,Nurse_7585,1993-08-28,F,9059427717,City_49,General
N007586,Nurse_7586,1970-10-24,F,2344508170,City_29,Surgery
N007587,Nurse_7587,1960-12-14,F,7365065979,City_84,General
N007588,Nurse_7588,1977-11-26,M,4472278957,City_86,ER
N007589,Nurse_7589,1996-08-28,F,1363844004,City_98,Surgery
N007590,Nurse_7590,1981-05-23,M,8244459153,City_51,ER
N007591,Nurse_7591,1978-05-03,M,8544292884,City_15,Surgery
N007592,Nurse_7592,1979-07-02,F,9457574304,City_46,Surgery
N007593,Nurse_7593,1987-01-30,F,8579305448,City_85,ICU
N007594,Nurse_7594,1993-12-23,M,1669716894,City_53,Surgery
N007595,Nurse_7595,1961-06-26,F,5913958982,City_18,Surgery
N007596,Nurse_7596,1965-12-09,F,1589287515,City_10,Surgery
N007597,Nurse_7597,1965-04-06,M,7648779439,City_15,Surgery
N007598,Nurse_7598,1981-06-27,M,2995393040,City_29,Surgery
N007599,Nurse_7599,1976-07-15,M,1263727748,City_67,Surgery
N007600,Nurse_7600,1995-06-19,F,3577773207,City_96,ICU
N007601,Nurse_7601,1971-07-01,M,1049451966,City_79,General
N007602,Nurse_7602,1998-08-06,F,2875278440,City_53,ER
N007603,Nurse_7603,1971-09-21,M,1255836503,City_31,General
N007604,Nurse_7604,1966-07-26,M,7122552880,City_11,General
N007605,Nurse_7605,1969-11-29,M,4957734203,City_82,Pediatrics
N007606,Nurse_7606,1987-05-18,M,8051319078,City_7,General
N007607,Nurse_7607,1984-12-17,F,9326435900,City_53,ER
N007608,Nurse_7608,1991-11-12,M,1394056599,City_97,ER
N007609,Nurse_7609,1976-09-11,F,2878174303,City_75,ICU
N007610,Nurse_7610,1991-04-28,F,7742355490,City_70,General
N007611,Nurse_7611,1968-08-13,M,2793621815,City_5,Pediatrics
N007612,Nurse_7612,1986-12-02,F,4160398549,City_73,Pediatrics
N007613,Nurse_7613,1978-01-19,M,3257381400,City_88,ER
N007614,Nurse_7614,1987-11-01,M,3956818675,City_30,ICU
N007615,Nurse_7615,1973-11-21,F,8189308429,City_5,ICU
N007616,Nurse_7616,1982-03-26,M,3696315775,City_5,Surgery
N007617,Nurse_7617,1982-11-30,M,3637318250,City_16,Pediatrics
N007618,Nurse_7618,1974-07-11,M,5744495173,City_45,General
N007619,Nurse_7619,1979-12-25,M,3381703830,City_23,ER
N007620,Nurse_7620,1966-02-26,M,3281516777,City_40,Surgery
N007621,Nurse_7621,1964-01-04,F,7348541292,City_38,Surgery
N007622,Nurse_7622,1991-02-13,M,9068873556,City_33,General
N007623,Nurse_7623,1984-03-23,F,6447383167,City_12,ICU
N007624,Nurse_7624,1963-03-29,F,8879401383,City_11,General
N007625,Nurse_7625,1977-11-05,M,8532341774,City_86,Surgery
N007626,Nurse_7626,1992-08-18,F,4726454781,City_60,Surgery
N007627,Nurse_7627,1975-11-29,M,8632655544,City_12,ER
N007628,Nurse_7628,1990-08-23,F,1459901745,City_12,ICU
N007629,Nurse_7629,1969-02-05,F,4167030171,City_9,General
N007630,Nurse_7630,1966-12-05,M,5404370918,City_41,Surgery
N007631,Nurse_7631,1974-11-01,F,2989833009,City_42,General
N007632,Nurse_7632,1966-11-29,M,1624554590,City_32,ICU
N007633,Nurse_7633,1966-08-02,M,4688000225,City_66,General
N007634,Nurse_7634,1990-04-23,M,7119483949,City_42,Pediatrics
N007635,Nurse_7635,1989-12-09,M,4453118175,City_96,Surgery
N007636,Nurse_7636,1970-09-17,M,9989861682,City_33,ICU
N007637,Nurse_7637,1985-07-28,M,5816374259,City_86,ER
N007638,Nurse_7638,1979-11-21,F,6108817853,City_35,Surgery
N007639,Nurse_7639,1982-06-10,M,9553236841,City_3,General
N007640,Nurse_7640,1966-08-30,F,5960682735,City_56,Pediatrics
N007641,Nurse_7641,1969-10-16,F,9804841863,City_2,Pediatrics
N007642,Nurse_7642,1962-07-13,M,9180355355,City_49,Pediatrics
N007643,Nurse_7643,1992-04-27,M,7761748696,City_48,General
N007644,Nurse_7644,1962-01-04,M,6109473139,City_93,ER
N007645,Nurse_7645,1985-02-27,M,3475138504,City_94,Surgery
N007646,Nurse_7646,1966-04-13,F,2004727499,City_30,Pediatrics
N007647,Nurse_7647,1995-06-18,F,4417274417,City_78,ER
N007648,Nurse_7648,1976-11-06,M,1848607035,City_98,General
N007649,Nurse_7649,1997-09-06,F,5292857389,City_20,General
N007650,Nurse_7650,1993-07-06,M,2736601048,City_51,Pediatrics
N007651,Nurse_7651,1988-08-08,F,1083353502,City_53,Pediatrics
N007652,Nurse_7652,1980-12-15,F,3204856549,City_32,ICU
N007653,Nurse_7653,1960-03-05,M,7869331614,City_25,Surgery
N007654,Nurse_7654,1966-04-18,M,1042121290,City_70,ER
N007655,Nurse_7655,1980-10-27,F,3377944856,City_13,Pediatrics
N007656,Nurse_7656,1982-04-22,F,9373956288,City_40,Surgery
N007657,Nurse_7657,1973-04-22,F,5683952053,City_53,Pediatrics
N007658,Nurse_7658,1965-01-28,F,3312950351,City_16,Pediatrics
N007659,Nurse_7659,1964-02-22,M,7837266000,City_99,Surgery
N007660,Nurse_7660,1997-10-16,F,3142264937,City_43,Surgery
N007661,Nurse_7661,1962-11-21,M,7353369479,City_35,Surgery
N007662,Nurse_7662,1994-01-01,M,4597307632,City_20,Surgery
N007663,Nurse_7663,1969-02-03,F,4240558362,City_24,Surgery
N007664,Nurse_7664,1979-11-05,F,5352054706,City_43,General
N007665,Nurse_7665,1992-04-13,M,6445689390,City_56,ER
N007666,Nurse_7666,1990-05-22,F,3163951095,City_58,Surgery
N007667,Nurse_7667,1998-10-06,M,2523689225,City_29,General
N007668,Nurse_7668,1997-12-07,M,7325383860,City_92,General
N007669,Nurse_7669,1984-03-20,M,8757443245,City_70,ICU
N007670,Nurse_7670,1980-02-08,M,7075192993,City_37,Pediatrics
N007671,Nurse_7671,1966-10-06,M,2705001808,City_74,ER
N007672,Nurse_7672,1968-12-01,F,1372886294,City_97,Surgery
N007673,Nurse_7673,1961-08-02,F,2050735539,City_90,ICU
N007674,Nurse_7674,1979-07-27,F,8256987496,City_56,ER
N007675,Nurse_7675,1996-01-21,M,2637910797,City_76,ICU
N007676,Nurse_7676,1974-05-29,M,6477993789,City_17,ICU
N007677,Nurse_7677,1983-01-20,F,5116976116,City_79,General
N007678,Nurse_7678,1984-07-25,F,2035431583,City_68,ICU
N007679,Nurse_7679,1963-04-19,F,5577750688,City_72,General
N007680,Nurse_7680,1999-08-30,F,8348210198,City_35,Surgery
N007681,Nurse_7681,1997-04-08,F,8998052060,City_36,ICU
N007682,Nurse_7682,1988-05-27,F,3055439108,City_80,Surgery
N007683,Nurse_7683,1968-07-15,F,1724071979,City_80,Surgery
N007684,Nurse_7684,1967-08-10,F,3356935987,City_89,ER
N007685,Nurse_7685,1991-06-27,F,5052078753,City_12,Pediatrics
N007686,Nurse_7686,1986-06-21,F,9100613077,City_20,ER
N007687,Nurse_7687,1960-09-28,M,7917415421,City_62,ICU
N007688,Nurse_7688,1995-07-22,M,6106511191,City_67,ER
N007689,Nurse_7689,1977-11-23,F,3983380416,City_53,General
N007690,Nurse_7690,1990-09-07,M,2370532833,City_20,ICU
N007691,Nurse_7691,1978-12-27,M,7144161588,City_27,Surgery
N007692,Nurse_7692,1964-07-21,M,2760787656,City_92,ICU
N007693,Nurse_7693,1976-05-27,F,5047648164,City_79,Pediatrics
N007694,Nurse_7694,1997-11-25,M,7299220427,City_31,ER
N007695,Nurse_7695,1961-04-16,M,9000613471,City_83,General
N007696,Nurse_7696,1973-01-03,M,5679871136,City_96,ICU
N007697,Nurse_7697,1983-02-24,F,5869127997,City_30,ER
N007698,Nurse_7698,1990-04-26,M,6227857670,City_16,Pediatrics
N007699,Nurse_7699,1997-11-15,M,4870148926,City_12,General
N007700,Nurse_7700,1991-01-15,F,4567653836,City_60,ER
N007701,Nurse_7701,1968-10-03,M,7370955305,City_73,ICU
N007702,Nurse_7702,1961-03-19,M,2683058601,City_24,General
N007703,Nurse_7703,1960-07-02,M,7607653320,City_76,Surgery
N007704,Nurse_7704,1977-05-24,F,1050795391,City_34,Surgery
N007705,Nurse_7705,1993-01-30,M,4324815249,City_5,General
N007706,Nurse_7706,1975-04-27,F,5491190854,City_27,ER
N007707,Nurse_7707,1991-04-22,M,9627523494,City_31,Surgery
N007708,Nurse_7708,1969-10-18,M,1013700547,City_48,ICU
N007709,Nurse_7709,1973-12-08,M,3151774347,City_76,ER
N007710,Nurse_7710,1974-04-03,F,1096934727,City_81,ICU
N007711,Nurse_7711,1967-01-07,M,8304451233,City_68,General
N007712,Nurse_7712,1963-06-08,M,4132347441,City_63,General
N007713,Nurse_7713,1998-07-18,F,6844784139,City_27,ICU
N007714,Nurse_7714,1964-10-07,M,1214377262,City_94,Pediatrics
N007715,Nurse_7715,1973-12-12,M,5831755367,City_85,ICU
N007716,Nurse_7716,1972-04-12,M,2962185816,City_7,ICU
N007717,Nurse_7717,1995-01-26,M,1120535413,City_25,Pediatrics
N007718,Nurse_7718,1997-03-29,M,2415382353,City_96,ICU
N007719,Nurse_7719,1984-09-28,M,3477008104,City_57,General
N007720,Nurse_7720,1979-08-14,M,1640524360,City_10,General
N007721,Nurse_7721,1997-08-03,M,3872987827,City_41,Pediatrics
N007722,Nurse_7722,1999-06-02,F,6001164301,City_53,Pediatrics
N007723,Nurse_7723,1996-02-09,M,3493412185,City_34,Surgery
N007724,Nurse_7724,1965-07-12,F,8231514116,City_38,Surgery
N007725,Nurse_7725,1977-12-13,F,9983114851,City_78,Pediatrics
N007726,Nurse_7726,1998-05-26,M,6550850676,City_89,ER
N007727,Nurse_7727,1986-03-06,F,6568128193,City_12,Surgery
N007728,Nurse_7728,1988-03-26,F,3650353426,City_65,General
N007729,Nurse_7729,1962-06-01,M,9100820340,City_93,Surgery
N007730,Nurse_7730,1963-10-12,F,8221993266,City_32,ER
N007731,Nurse_7731,1990-04-01,F,5883475508,City_45,ICU
N007732,Nurse_7732,1978-10-27,F,8974367454,City_16,ICU
N007733,Nurse_7733,1987-06-03,M,8340981800,City_35,ICU
N007734,Nurse_7734,1978-02-05,F,9378090356,City_75,ER
N007735,Nurse_7735,1970-07-16,M,7678230445,City_27,Surgery
N007736,Nurse_7736,1977-02-27,M,2822713450,City_64,ICU
N007737,Nurse_7737,1974-07-14,F,2253814676,City_86,Pediatrics
N007738,Nurse_7738,1993-02-01,F,1779509058,City_21,ER
N007739,Nurse_7739,1990-12-09,F,5709054357,City_58,Pediatrics
N007740,Nurse_7740,1962-06-30,F,4741690618,City_49,Pediatrics
N007741,Nurse_7741,1978-08-06,F,8293782966,City_74,ICU
N007742,Nurse_7742,1984-11-26,M,5216514938,City_37,Pediatrics
N007743,Nurse_7743,1971-05-17,M,4055293301,City_13,Surgery
N007744,Nurse_7744,1996-02-28,F,5533550572,City_3,Pediatrics
N007745,Nurse_7745,1987-08-23,F,2949808837,City_34,ER
N007746,Nurse_7746,1981-10-10,M,5466780171,City_64,General
N007747,Nurse_7747,1999-06-11,F,5934412167,City_10,General
N007748,Nurse_7748,1986-08-23,F,4449564160,City_60,General
N007749,Nurse_7749,1961-05-06,M,4464873460,City_88,ICU
N007750,Nurse_7750,1982-10-16,M,3026025792,City_68,ER
N007751,Nurse_7751,1977-09-27,M,3259269728,City_89,ER
N007752,Nurse_7752,1978-05-20,M,1499362515,City_90,ICU
N007753,Nurse_7753,1961-02-18,M,8578129998,City_41,General
N007754,Nurse_7754,1978-10-09,F,9079164258,City_100,ER
N007755,Nurse_7755,1971-02-21,F,3661266640,City_59,ER
N007756,Nurse_7756,1987-02-04,M,2218516445,City_55,Pediatrics
N007757,Nurse_7757,1968-04-17,M,2753704571,City_16,ER
N007758,Nurse_7758,1968-07-17,M,2553223792,City_80,Surgery
N007759,Nurse_7759,1968-07-07,F,9850638110,City_37,Surgery
N007760,Nurse_7760,1972-02-12,F,2116919733,City_52,Pediatrics
N007761,Nurse_7761,1992-07-02,M,1143714076,City_96,Pediatrics
N007762,Nurse_7762,1988-03-08,M,9398671556,City_68,ICU
N007763,Nurse_7763,1994-02-04,F,2521205019,City_44,Pediatrics
N007764,Nurse_7764,1961-05-31,F,7590565530,City_35,ER
N007765,Nurse_7765,1991-02-14,M,8087391500,City_81,Pediatrics
N007766,Nurse_7766,1985-01-25,F,7317714879,City_51,General
N007767,Nurse_7767,1993-06-05,M,8713300045,City_11,ICU
N007768,Nurse_7768,1960-10-05,F,6020749804,City_12,Pediatrics
N007769,Nurse_7769,1973-03-04,M,1567450508,City_42,Surgery
N007770,Nurse_7770,1979-04-04,F,8876921957,City_51,General
N007771,Nurse_7771,1990-10-10,F,4227111565,City_8,Surgery
N007772,Nurse_7772,1985-09-10,F,3282985532,City_79,ER
N007773,Nurse_7773,1982-03-01,F,5253086727,City_12,Surgery
N007774,Nurse_7774,1983-02-18,M,4789549577,City_51,Pediatrics
N007775,Nurse_7775,1998-06-21,F,9759179537,City_40,Pediatrics
N007776,Nurse_7776,1979-03-09,M,9816304354,City_33,Pediatrics
N007777,Nurse_7777,1963-07-17,F,7260462830,City_42,Pediatrics
N007778,Nurse_7778,1982-10-11,F,4841463145,City_66,ICU
N007779,Nurse_7779,1970-08-22,F,6017047365,City_58,ICU
N007780,Nurse_7780,1966-12-29,M,2834157949,City_92,Surgery
N007781,Nurse_7781,1961-12-10,F,9343970578,City_65,ER
N007782,Nurse_7782,1960-06-05,F,1932744949,City_65,Surgery
N007783,Nurse_7783,1966-09-21,F,2304823557,City_21,General
N007784,Nurse_7784,1978-04-21,F,7684435156,City_84,Pediatrics
N007785,Nurse_7785,1995-07-13,M,1333964080,City_13,General
N007786,Nurse_7786,1965-07-20,M,5321923922,City_6,Surgery
N007787,Nurse_7787,1961-10-28,F,7238167061,City_22,ICU
N007788,Nurse_7788,1963-03-08,F,7017946553,City_21,General
N007789,Nurse_7789,1999-04-17,M,5979294118,City_100,Pediatrics
N007790,Nurse_7790,1970-03-26,M,4518647988,City_34,Surgery
N007791,Nurse_7791,1985-06-02,M,7817692941,City_15,Pediatrics
N007792,Nurse_7792,1985-09-07,F,4059016223,City_83,ICU
N007793,Nurse_7793,1975-05-19,M,7069256500,City_51,ICU
N007794,Nurse_7794,1972-07-08,M,9337620166,City_4,Pediatrics
N007795,Nurse_7795,1989-03-20,M,4906481832,City_75,ER
N007796,Nurse_7796,1983-09-08,M,7402970305,City_59,ER
N007797,Nurse_7797,1987-10-30,F,7858094879,City_42,Pediatrics
N007798,Nurse_7798,1980-09-03,F,8671937373,City_86,Pediatrics
N007799,Nurse_7799,1985-09-12,F,4793722365,City_81,ICU
N007800,Nurse_7800,1987-01-05,F,4988043487,City_53,ER
N007801,Nurse_7801,1967-05-18,M,5558154784,City_37,Pediatrics
N007802,Nurse_7802,1979-06-12,M,2569692502,City_28,ER
N007803,Nurse_7803,1982-10-21,M,4405770041,City_76,ICU
N007804,Nurse_7804,1972-09-16,M,2610657063,City_40,Surgery
N007805,Nurse_7805,1963-07-18,M,1199091290,City_40,Surgery
N007806,Nurse_7806,1969-06-18,F,4824824777,City_9,ER
N007807,Nurse_7807,1996-01-10,F,3888361106,City_50,Surgery
N007808,Nurse_7808,1969-01-20,F,3840454420,City_31,ER
N007809,Nurse_7809,1960-03-26,F,5837106999,City_94,ICU
N007810,Nurse_7810,1989-10-17,F,9564879946,City_45,ICU
N007811,Nurse_7811,1985-02-26,M,9755462825,City_71,Surgery
N007812,Nurse_7812,1974-12-23,M,9902263677,City_66,ICU
N007813,Nurse_7813,1985-10-04,F,2688894828,City_4,ICU
N007814,Nurse_7814,1984-12-13,M,9860364414,City_78,Pediatrics
N007815,Nurse_7815,1966-11-01,M,6531155366,City_66,Pediatrics
N007816,Nurse_7816,1996-02-23,M,3133898913,City_39,Surgery
N007817,Nurse_7817,1973-04-30,M,6438558179,City_45,ER
N007818,Nurse_7818,1998-02-05,M,8243336604,City_18,Surgery
N007819,Nurse_7819,1968-11-18,M,8997925319,City_94,Surgery
N007820,Nurse_7820,1992-11-13,F,6928446568,City_96,Surgery
N007821,Nurse_7821,1973-05-14,M,7283125350,City_12,ER
N007822,Nurse_7822,1970-05-27,F,2349205769,City_91,Surgery
N007823,Nurse_7823,1980-09-18,F,8206925326,City_85,General
N007824,Nurse_7824,1966-02-10,F,5683313932,City_99,ER
N007825,Nurse_7825,1982-09-01,M,7239061773,City_4,General
N007826,Nurse_7826,1974-09-20,F,4507800269,City_11,Surgery
N007827,Nurse_7827,1969-01-17,M,2079530252,City_74,Pediatrics
N007828,Nurse_7828,1971-08-30,F,1832084516,City_46,Pediatrics
N007829,Nurse_7829,1990-01-13,F,6756676357,City_89,ICU
N007830,Nurse_7830,1986-06-16,M,9589675144,City_78,Pediatrics
N007831,Nurse_7831,1993-01-08,M,4218732713,City_43,Surgery
N007832,Nurse_7832,1968-05-17,M,5582618368,City_43,Surgery
N007833,Nurse_7833,1997-07-08,F,9209249931,City_25,General
N007834,Nurse_7834,1960-06-12,F,6751089812,City_13,ER
N007835,Nurse_7835,1972-09-22,M,8458295205,City_47,Surgery
N007836,Nurse_7836,1963-08-19,F,7408116202,City_73,ER
N007837,Nurse_7837,1982-02-05,F,9437359162,City_41,Surgery
N007838,Nurse_7838,1982-04-19,F,3472760821,City_93,Pediatrics
N007839,Nurse_7839,1974-06-15,F,2706509413,City_92,Surgery
N007840,Nurse_7840,1979-01-16,F,4896745439,City_2,Pediatrics
N007841,Nurse_7841,1964-06-22,F,1472687403,City_49,Surgery
N007842,Nurse_7842,1961-11-14,F,6478663961,City_35,Surgery
N007843,Nurse_7843,1989-03-12,M,6850357887,City_90,Pediatrics
N007844,Nurse_7844,1990-02-10,F,4794812592,City_45,ICU
N007845,Nurse_7845,1981-08-08,M,5003920251,City_42,ER
N007846,Nurse_7846,1984-09-08,F,3144068572,City_83,ER
N007847,Nurse_7847,1973-03-10,F,1653459269,City_86,ER
N007848,Nurse_7848,1972-09-28,M,4147242391,City_10,ICU
N007849,Nurse_7849,1980-11-07,M,8839511739,City_100,Pediatrics
N007850,Nurse_7850,1990-10-31,F,5795546169,City_73,ER
N007851,Nurse_7851,1991-11-27,F,7061714282,City_13,Pediatrics
N007852,Nurse_7852,1991-06-11,M,6169255691,City_38,General
N007853,Nurse_7853,1985-06-16,F,3245841110,City_68,ER
N007854,Nurse_7854,1978-04-01,M,6062311409,City_97,Pediatrics
N007855,Nurse_7855,1991-06-06,F,3046071311,City_65,ICU
N007856,Nurse_7856,1992-07-30,M,9869783085,City_33,Surgery
N007857,Nurse_7857,1979-11-08,M,9367309587,City_80,General
N007858,Nurse_7858,1998-07-19,F,8232911225,City_99,General
N007859,Nurse_7859,1995-11-02,M,1338751694,City_88,General
N007860,Nurse_7860,1963-01-14,F,8534549541,City_50,General
N007861,Nurse_7861,1989-04-24,M,5444320025,City_31,ER
N007862,Nurse_7862,1984-01-26,M,5961287496,City_42,ER
N007863,Nurse_7863,1989-10-14,M,1117266758,City_85,ER
N007864,Nurse_7864,1974-01-07,F,8309264778,City_91,Surgery
N007865,Nurse_7865,1979-06-19,M,2213923132,City_17,Pediatrics
N007866,Nurse_7866,1995-10-27,F,2385303612,City_10,General
N007867,Nurse_7867,1990-09-21,F,3759159293,City_35,General
N007868,Nurse_7868,1992-05-18,M,8974167628,City_64,Pediatrics
N007869,Nurse_7869,1968-06-25,F,3564812977,City_58,General
N007870,Nurse_7870,1986-03-14,F,4045778129,City_51,Surgery
N007871,Nurse_7871,1969-11-25,F,4603868129,City_14,Pediatrics
N007872,Nurse_7872,1961-04-18,F,3007615498,City_6,Pediatrics
N007873,Nurse_7873,1999-05-24,F,7162475046,City_7,ICU
N007874,Nurse_7874,1979-12-15,F,7523510691,City_58,Surgery
N007875,Nurse_7875,1960-10-11,F,6915273235,City_60,Surgery
N007876,Nurse_7876,1966-08-16,F,1121255629,City_6,ICU
N007877,Nurse_7877,1985-08-09,M,1513261539,City_41,Pediatrics
N007878,Nurse_7878,1993-06-13,M,5774684195,City_43,General
N007879,Nurse_7879,1990-07-26,M,6966829136,City_47,Pediatrics
N007880,Nurse_7880,1962-03-22,M,6766119823,City_56,ICU
N007881,Nurse_7881,1988-01-18,M,7519525430,City_24,Surgery
N007882,Nurse_7882,1990-01-20,F,9066964523,City_48,General
N007883,Nurse_7883,1960-06-29,F,6023398016,City_78,Pediatrics
N007884,Nurse_7884,1987-12-24,M,7323734309,City_36,General
N007885,Nurse_7885,1992-05-03,M,9201260572,City_72,ICU
N007886,Nurse_7886,1971-06-15,F,4753578360,City_52,ER
N007887,Nurse_7887,1980-05-18,F,7893107964,City_18,ER
N007888,Nurse_7888,1991-06-28,M,3272127221,City_63,ICU
N007889,Nurse_7889,1994-12-18,F,2021932131,City_76,ICU
N007890,Nurse_7890,1992-02-17,M,1694794851,City_49,Surgery
